event_id,year,month,event_type,country,region,deaths,people_affected,damage_million_usd,duration_days,area_km2,is_billion_dollar_event
EV002383,1987,7,Flood,LA,Asia,443,1080011,798.1,4,472,0
EV002433,1987,8,Heatwave,SB,Oceania,282,90066,338.6,11,18698,0
EV000059,1987,9,Flood,BA,Europe,219,134279,401.1,2,545,0
EV000549,1987,9,Flood,KI,Oceania,64,600367,241.7,6,143,0
EV000631,1987,9,Wildfire,TW,Asia,797,177866,1198.7,2,5056,1
EV001176,1987,9,Flood,KE,Africa,87,186217,626.0,1,3517,0
EV001529,1987,9,Drought,CL,SouthAmerica,13,665611,860.3,11,3117,0
EV002580,1987,9,Heatwave,ID,Asia,294,29708,165.6,2,15439,0
EV002769,1987,9,Wildfire,NP,Asia,2,110279,8771.4,3,725,1
EV003430,1987,9,Flood,TZ,Africa,217,153208,1216.9,5,7273,1
EV003466,1987,9,Flood,LA,Asia,145,262763,239.2,2,3218,0
EV004334,1987,9,Drought,LV,Europe,14,322941,631.4,4,1696,0
EV000369,1987,10,Flood,MG,Africa,62,273169,802.0,1,29053,0
EV000591,1987,10,Blizzard,FI,Europe,56,11896,349.2,1,3610,0
EV001063,1987,10,Heatwave,CI,Africa,228,357580,37.3,1,1071,0
EV001113,1987,10,Flood,EE,Europe,29,1764912,1334.3,2,2653,1
EV001257,1987,10,Heatwave,SO,Africa,117,62750,58.1,7,2494,0
EV001964,1987,10,Flood,CL,SouthAmerica,40,808518,389.8,3,11551,0
EV002520,1987,10,Drought,ID,Asia,31,252700,526.3,8,4879,0
EV002817,1987,10,Heatwave,IE,Europe,1205,643312,224.1,2,964,0
EV002880,1987,10,Flood,BE,Europe,529,56588,1202.5,5,4696,1
EV004174,1987,10,Drought,SL,Africa,3,959878,1395.6,9,134,1
EV000076,1987,11,Heatwave,BO,SouthAmerica,3589,99221,1229.9,10,26974,1
EV000735,1987,11,Cyclone,BR,SouthAmerica,20,1635957,561.2,7,3822,0
EV000828,1987,11,Heatwave,GQ,Africa,254,102663,331.3,8,148,0
EV001533,1987,11,Hurricane,LK,Asia,128,154593,2115.0,2,15932,1
EV003259,1987,11,Wildfire,AL,Europe,5,114355,6705.0,13,7038,1
EV001100,1987,12,Wildfire,CN,Asia,16,39157,626.0,4,448,0
EV003097,1987,12,Flood,TO,Oceania,29,465358,462.0,4,740,0
EV004270,1987,12,Flood,VN,Asia,71,107523,447.7,11,7882,0
EV000084,1988,1,Flood,KH,Asia,39,96534,538.0,7,2357,0
EV000537,1988,1,Flood,NE,Africa,99,15836,721.7,8,9776,0
EV001108,1988,1,Tornado,EG,Africa,12,5609,408.8,2,3030,0
EV001236,1988,1,Blizzard,SE,Europe,8,140334,24.4,3,2943,0
EV002209,1988,1,Wildfire,MX,NorthAmerica,258,38553,978.1,12,925,0
EV002539,1988,1,Wildfire,AF,Asia,31,37018,1117.3,5,8318,1
EV003265,1988,1,Hurricane,BO,SouthAmerica,2723,85408,3194.8,5,688,1
EV003387,1988,1,Hurricane,KH,Asia,251,105831,930.3,7,35393,0
EV003882,1988,1,Heatwave,IN,Asia,4647,57481,289.0,4,1156,0
EV003999,1988,1,Drought,MH,Oceania,4,1036243,1526.5,4,695,1
EV000596,1988,2,Flood,CG,Africa,125,279231,304.5,5,27676,0
EV001589,1988,2,Flood,SN,Africa,7,148528,245.9,7,4998,0
EV001668,1988,2,Flood,AT,Europe,74,307555,480.7,10,962,0
EV002012,1988,2,Wildfire,TV,Oceania,76,17402,2797.5,4,1379,1
EV000450,1988,3,Flood,BE,Europe,8,529410,149.7,5,1126,0
EV001036,1988,3,Flood,TN,Africa,210,85734,106.6,6,400,0
EV001601,1988,3,Drought,IE,Europe,102,2466086,1054.5,2,160,1
EV001643,1988,3,Hurricane,AR,SouthAmerica,19,495065,442.1,1,3662,0
EV002304,1988,3,Flood,TO,Oceania,102,98348,186.1,4,2187,0
EV002856,1988,3,Drought,DE,Europe,21,200734,1341.4,4,51719,1
EV004035,1988,3,Drought,BA,Europe,2,236657,280.1,7,539,0
EV000294,1988,4,Wildfire,LA,Asia,8,17059,751.1,5,10196,0
EV000468,1988,4,Blizzard,BD,Asia,9,9729,364.9,4,10188,0
EV000812,1988,4,Flood,EE,Europe,37,257762,732.1,21,89179,0
EV001418,1988,4,Flood,UY,SouthAmerica,190,1254083,741.1,18,2475,0
EV001930,1988,4,Drought,TH,Asia,1,164845,937.7,13,9949,0
EV000680,1988,5,Wildfire,EG,Africa,17,19875,272.1,3,1852,0
EV000959,1988,5,Heatwave,CV,Africa,2115,88084,88.9,11,2402,0
EV001263,1988,5,Heatwave,TL,Asia,157,18343,210.4,26,1257,0
EV001344,1988,5,Blizzard,VU,Oceania,21,3368,428.2,8,672,0
EV001520,1988,5,Cyclone,NP,Asia,36,268442,1902.7,4,1191,1
EV002227,1988,5,Hurricane,GE,Asia,54,384348,4547.4,5,2075,1
EV002618,1988,5,Hurricane,SI,Europe,18,855433,1298.6,8,5934,1
EV003952,1988,5,Heatwave,PK,Asia,159,342164,53.8,5,10648,0
EV003961,1988,5,Hurricane,IR,Asia,30,573570,4680.4,4,959,1
EV004250,1988,5,Flood,NZ,Oceania,66,257820,627.1,2,2473,0
EV000145,1988,6,Heatwave,SS,Africa,1386,306674,339.9,4,2855,0
EV000399,1988,6,Flood,GH,Africa,118,187885,316.5,9,903,0
EV000712,1988,6,Wildfire,GA,Africa,105,34106,1081.0,2,7482,1
EV000835,1988,6,Drought,FM,Oceania,38,924394,23.6,24,7716,0
EV001713,1988,6,Drought,PK,Asia,2,1850067,456.4,42,7271,0
EV001821,1988,6,Hurricane,BW,Africa,994,178476,7546.9,4,5060,1
EV001890,1988,6,Drought,GR,Europe,2,1930924,782.0,5,725,0
EV002250,1988,6,Flood,PT,Europe,6,95044,200.2,4,4479,0
EV002937,1988,6,Heatwave,GA,Africa,265,172541,101.7,4,2473,0
EV002947,1988,6,Flood,KE,Africa,56,950692,236.8,6,25139,0
EV000751,1988,7,Drought,CO,SouthAmerica,2,676735,1004.0,6,11492,1
EV000982,1988,7,Flood,TW,Asia,22,263109,324.3,9,408,0
EV001334,1988,7,Blizzard,KI,Oceania,7,54718,58.5,2,2060,0
EV001403,1988,7,Flood,PH,Asia,102,857915,1159.4,16,5696,1
EV001572,1988,7,Hurricane,BT,Asia,54,252014,1987.1,5,1406,1
EV002124,1988,7,Drought,BG,Europe,1,1094406,515.4,16,3322,0
EV002168,1988,7,Drought,NR,Oceania,4,749704,615.8,1,1691,0
EV002468,1988,7,Flood,GH,Africa,40,268910,890.6,2,47688,0
EV003302,1988,7,Wildfire,VN,Asia,18,8993,3037.6,9,25416,1
EV004254,1988,7,Drought,NR,Oceania,17,275327,397.6,8,3524,0
EV004481,1988,7,Flood,MY,Asia,32,501819,2275.3,11,826,1
EV000190,1988,8,Blizzard,PT,Europe,6,60035,1411.9,7,1933,1
EV000455,1988,8,Heatwave,KE,Africa,124,217309,209.2,3,7441,0
EV000967,1988,8,Heatwave,RS,Europe,52,70431,1222.2,8,3803,1
EV000968,1988,8,Flood,IS,Europe,338,636854,191.5,5,1935,0
EV001077,1988,8,Flood,KG,Asia,40,105013,430.7,16,10279,0
EV001675,1988,8,Hurricane,UA,Europe,490,341890,947.0,5,4003,0
EV002317,1988,8,Hurricane,MX,NorthAmerica,272,88789,6003.5,10,883,1
EV002342,1988,8,Heatwave,BF,Africa,179,116109,172.3,2,953,0
EV002437,1988,8,Heatwave,SE,Europe,391,70530,215.1,2,3776,0
EV002756,1988,8,Flood,KZ,Asia,302,163470,230.8,4,1200,0
EV002867,1988,8,Flood,CD,Africa,22,147374,8397.6,14,25391,1
EV002897,1988,8,Flood,TO,Oceania,144,42540,124.5,2,9642,0
EV000509,1988,9,Flood,MD,Europe,107,515842,121.5,7,498,0
EV001018,1988,9,Flood,DK,Europe,46,92152,246.2,6,55146,0
EV001691,1988,9,Flood,AL,Europe,33,43554,78.5,13,3571,0
EV003544,1988,9,Heatwave,FI,Europe,417,178884,171.1,8,6046,0
EV000656,1988,10,Flood,CF,Africa,462,128648,54.4,2,4001,0
EV000703,1988,10,Drought,SS,Africa,6,188411,492.3,2,2600,0
EV001595,1988,10,Flood,WS,Oceania,541,55277,840.0,4,1149,0
EV001925,1988,10,Tornado,PY,SouthAmerica,21,29713,10.4,13,232,0
EV002553,1988,10,Hurricane,NL,Europe,72,566459,2777.6,10,630,1
EV004335,1988,10,Flood,CL,SouthAmerica,85,246141,459.6,17,3101,0
EV004494,1988,10,Flood,GL,NorthAmerica,89,1367974,180.0,8,240,0
EV000049,1988,11,Flood,GN,Africa,41,134842,86.9,5,1213,0
EV001141,1988,11,Drought,TR,Asia,11,2808663,1554.3,5,1323,1
EV001492,1988,11,Flood,AS,Oceania,731,122033,2778.2,3,73419,1
EV002366,1988,11,Drought,ML,Africa,26,440806,562.2,7,2864,0
EV003685,1988,11,Blizzard,SS,Africa,57,34673,70.0,2,232,0
EV004228,1988,11,Hurricane,CA,NorthAmerica,313,180706,534.7,8,4323,0
EV000587,1988,12,Flood,GL,NorthAmerica,22,25954,174.6,5,2205,0
EV000692,1988,12,Flood,CF,Africa,151,79489,226.8,9,544,0
EV000881,1988,12,Tornado,CZ,Europe,11,21136,993.6,6,4429,0
EV001784,1988,12,Heatwave,SE,Europe,193,17704,45.0,6,476,0
EV002625,1988,12,Flood,SD,Africa,532,56282,28.4,9,151,0
EV002844,1988,12,Blizzard,CN,Asia,76,28340,43.5,2,2036,0
EV003117,1988,12,Flood,CL,SouthAmerica,5,41442,106.8,1,224,0
EV003810,1988,12,Tornado,SO,Africa,112,9671,2209.1,5,1555,1
EV004315,1988,12,Drought,PL,Europe,3,307230,299.8,5,135,0
EV001206,1989,1,Heatwave,MX,NorthAmerica,1588,146337,239.8,9,845,0
EV001465,1989,1,Heatwave,AL,Europe,1487,28259,147.3,2,871,0
EV001490,1989,1,Hurricane,AF,Asia,46,360083,6657.0,7,7923,1
EV001511,1989,1,Flood,SA,Asia,21,438047,202.4,1,2273,0
EV001741,1989,1,Flood,CH,Europe,51,799166,11.9,2,5532,0
EV002127,1989,1,Wildfire,GE,Asia,11,90519,136.7,2,565,0
EV002537,1989,1,Flood,LV,Europe,92,202748,1212.2,7,1204,1
EV002752,1989,1,Heatwave,CO,SouthAmerica,86,107216,202.9,4,3043,0
EV002793,1989,1,Cyclone,IE,Europe,324,170441,9531.3,5,191,1
EV003230,1989,1,Drought,AT,Europe,12,2124853,295.3,1,989,0
EV003324,1989,1,Blizzard,KZ,Asia,13,36133,1764.9,5,15475,1
EV003698,1989,1,Flood,CH,Europe,59,35757,143.3,4,8863,0
EV003730,1989,1,Flood,BO,SouthAmerica,245,358573,2196.3,1,10790,1
EV003935,1989,1,Cyclone,ML,Africa,94,295658,2216.4,3,1653,1
EV004147,1989,1,Heatwave,KH,Asia,374,161216,169.5,9,508,0
EV000082,1989,2,Heatwave,LT,Europe,60,1885021,59.6,2,1054,0
EV000111,1989,2,Hurricane,DK,Europe,258,75925,871.8,5,9889,0
EV001711,1989,2,Tornado,GQ,Africa,93,8591,152.0,5,12501,0
EV002135,1989,2,Hurricane,CI,Africa,34,224505,2374.6,9,6017,1
EV002703,1989,2,Flood,IS,Europe,2,170661,272.8,12,1560,0
EV003254,1989,2,Flood,SI,Europe,158,237858,1460.3,13,6409,1
EV003592,1989,2,Hurricane,EG,Africa,7,225997,14417.9,8,10264,1
EV003593,1989,2,Flood,ZA,Africa,1878,274980,170.3,2,11350,0
EV000873,1989,3,Heatwave,KR,Asia,3138,41302,454.2,1,4871,0
EV001414,1989,3,Drought,ME,Europe,31,803164,3399.3,10,394,1
EV002200,1989,3,Hurricane,PE,SouthAmerica,1231,244609,13199.0,6,87415,1
EV002215,1989,3,Heatwave,CO,SouthAmerica,381,42512,205.3,4,5277,0
EV002451,1989,3,Heatwave,BD,Asia,2904,368743,177.3,2,548,0
EV002627,1989,3,Tornado,PG,Oceania,24,36879,186.5,4,19250,0
EV003245,1989,3,Flood,GN,Africa,188,1173521,554.7,39,1066,0
EV003357,1989,3,Flood,IR,Asia,852,185227,763.4,8,8712,0
EV003656,1989,3,Heatwave,TW,Asia,819,22490,102.4,4,635,0
EV001941,1989,4,Flood,CA,NorthAmerica,291,184886,3927.8,3,510,1
EV002117,1989,4,Drought,BY,Europe,8,200360,426.7,8,710,0
EV002636,1989,4,Flood,TZ,Africa,105,345638,347.8,3,847,0
EV004136,1989,4,Flood,AR,SouthAmerica,13,140495,211.4,5,8734,0
EV004373,1989,4,Heatwave,PY,SouthAmerica,305,20540,345.0,16,6676,0
EV000505,1989,5,Flood,DE,Europe,670,18009,116.5,19,11554,0
EV000980,1989,5,Heatwave,TH,Asia,397,988760,688.4,2,546,0
EV001579,1989,5,Heatwave,SE,Europe,175,299021,488.5,11,531,0
EV002131,1989,5,Hurricane,BA,Europe,302,257044,13045.2,3,28383,1
EV002729,1989,5,Heatwave,LT,Europe,431,50479,56.4,19,1194,0
EV002875,1989,5,Flood,DK,Europe,65,183414,104.6,13,1060,0
EV004031,1989,5,Hurricane,UG,Africa,165,129252,501.9,5,4743,0
EV004354,1989,5,Hurricane,GL,NorthAmerica,306,207952,7601.8,2,4343,1
EV004470,1989,5,Flood,TD,Africa,98,59722,48.3,1,3323,0
EV001157,1989,6,Blizzard,US,NorthAmerica,355,39649,96.0,8,370,0
EV002026,1989,6,Flood,TM,Asia,24,67363,123.8,56,6482,0
EV002058,1989,6,Wildfire,MG,Africa,82,25263,105.8,16,11868,0
EV002152,1989,6,Drought,ZM,Africa,20,592858,1542.3,3,3067,1
EV002541,1989,6,Drought,DK,Europe,5,1202643,605.1,8,70069,0
EV003014,1989,6,Heatwave,FR,Europe,287,36893,92.4,15,1749,0
EV003278,1989,6,Wildfire,LK,Asia,17,12238,3753.1,5,1946,1
EV004486,1989,6,Heatwave,IS,Europe,4035,185174,262.4,2,3369,0
EV000006,1989,7,Drought,TO,Oceania,6,4013437,1646.2,8,1375,1
EV000516,1989,7,Wildfire,LV,Europe,55,35776,466.7,8,12132,0
EV000965,1989,7,Hurricane,UG,Africa,87,176463,1688.8,10,28974,1
EV001777,1989,7,Wildfire,SS,Africa,86,280193,2194.7,6,1101,1
EV002151,1989,7,Flood,MX,NorthAmerica,38,332481,787.0,3,1503,0
EV002902,1989,7,Drought,WS,Oceania,83,432339,169.9,2,315,0
EV003371,1989,7,Heatwave,AT,Europe,385,166316,389.1,28,1262,0
EV003855,1989,7,Hurricane,AO,Africa,40,390903,914.7,4,3301,0
EV000598,1989,8,Drought,PH,Asia,7,321670,470.2,5,3067,0
EV001677,1989,8,Hurricane,NO,Europe,21,115739,848.8,9,331,0
EV002744,1989,8,Wildfire,PE,SouthAmerica,26,19187,230.3,16,145,0
EV003438,1989,8,Drought,ER,Africa,8,454888,1111.4,4,3146,1
EV000408,1989,9,Flood,BT,Asia,257,184038,139.7,11,3638,0
EV000612,1989,9,Flood,SG,Asia,190,155000,84.2,11,4416,0
EV000685,1989,9,Drought,UZ,Asia,82,886692,1157.6,10,3369,1
EV000932,1989,9,Drought,CH,Europe,6,286268,12978.0,7,105,1
EV001563,1989,9,Heatwave,FM,Oceania,104,36849,69.7,6,3339,0
EV001608,1989,9,Drought,CL,SouthAmerica,5,648376,765.8,2,8453,0
EV002158,1989,9,Flood,CI,Africa,507,92227,188.1,2,884,0
EV002361,1989,9,Drought,AM,Asia,2,985666,1205.9,14,30382,1
EV003093,1989,9,Drought,ZM,Africa,3,1007911,482.0,16,4498,0
EV003889,1989,9,Wildfire,NP,Asia,27,53323,1504.4,5,258,1
EV004183,1989,9,Drought,SE,Europe,12,486292,430.2,6,11650,0
EV004202,1989,9,Cyclone,TW,Asia,263,248289,3820.7,7,23706,1
EV004440,1989,9,Flood,NA,Africa,41,23709,2149.4,3,16064,1
EV000323,1989,10,Hurricane,BF,Africa,30,454667,688.3,3,3430,0
EV000677,1989,10,Cyclone,BN,Asia,206,1049525,1252.1,2,5649,1
EV000983,1989,10,Tornado,JP,Asia,47,3110,147.7,22,1194,0
EV001404,1989,10,Blizzard,BY,Europe,0,158138,250.8,1,154,0
EV002184,1989,10,Wildfire,PG,Oceania,7,59299,3240.2,5,673,1
EV002394,1989,10,Hurricane,RU,Europe,61,486001,435.7,4,1387,0
EV002977,1989,10,Flood,TJ,Asia,272,84111,1074.1,8,2513,1
EV003404,1989,10,Heatwave,CV,Africa,538,24933,54.4,10,14569,0
EV001939,1989,11,Tornado,PH,Asia,21,9198,3076.7,2,355,1
EV003118,1989,11,Flood,DJ,Africa,270,69211,445.7,9,3378,0
EV000464,1989,12,Drought,TN,Africa,22,252482,622.7,4,3751,0
EV002913,1989,12,Drought,SG,Asia,18,2669495,173.4,1,11104,0
EV002939,1989,12,Drought,CG,Africa,3,937476,2517.5,8,12922,1
EV003222,1989,12,Tornado,DE,Europe,7,27762,34.0,12,521,0
EV003558,1989,12,Cyclone,SZ,Africa,326,451880,12842.0,6,24875,1
EV003677,1989,12,Flood,GW,Africa,14,98315,159.1,6,15407,0
EV003819,1989,12,Tornado,MY,Asia,83,9293,161.1,6,3215,0
EV000308,1990,1,Flood,BA,Europe,70,317486,367.2,11,1401,0
EV001043,1990,1,Flood,BG,Europe,194,261919,318.2,8,5065,0
EV001231,1990,1,Flood,VU,Oceania,3,501305,169.5,8,4511,0
EV001861,1990,1,Wildfire,BG,Europe,45,21042,1559.6,4,964,1
EV002375,1990,1,Flood,TN,Africa,144,188024,405.3,7,413,0
EV002954,1990,1,Drought,CI,Africa,11,1727493,4004.9,2,2118,1
EV003186,1990,1,Flood,LS,Africa,95,68213,961.2,6,453,0
EV004001,1990,1,Flood,CN,Asia,89,184448,479.9,6,19014,0
EV004003,1990,1,Flood,MZ,Africa,20,306664,208.6,3,10797,0
EV004457,1990,1,Flood,US,NorthAmerica,201,84180,153.1,7,1464,0
EV000394,1990,2,Tornado,CD,Africa,72,77174,294.8,4,6520,0
EV000845,1990,2,Wildfire,AL,Europe,5,15080,373.5,12,979,0
EV000936,1990,2,Wildfire,KH,Asia,6,36083,395.3,11,4306,0
EV001090,1990,2,Drought,BE,Europe,83,3512609,5981.5,6,30417,1
EV001214,1990,2,Wildfire,IR,Asia,12,27788,586.8,4,864,0
EV001304,1990,2,Drought,VN,Asia,2,111150,977.7,6,4884,0
EV001453,1990,2,Drought,NR,Oceania,3,1396429,329.0,8,39889,0
EV001658,1990,2,Flood,TD,Africa,48,53881,552.1,3,239,0
EV002275,1990,2,Tornado,LK,Asia,13,6813,268.8,5,1314,0
EV002684,1990,2,Hurricane,IE,Europe,277,95536,472.1,8,431,0
EV002801,1990,2,Blizzard,ST,Africa,33,21238,440.6,4,4908,0
EV003122,1990,2,Drought,LK,Asia,17,768025,2545.8,7,2257,1
EV003173,1990,2,Hurricane,KH,Asia,124,131305,3120.5,5,1645,1
EV003335,1990,2,Flood,MY,Asia,49,39155,598.9,1,1113,0
EV003337,1990,2,Flood,ST,Africa,34,94512,101.4,1,13518,0
EV003752,1990,2,Drought,VE,SouthAmerica,8,5735280,523.0,3,6976,0
EV004126,1990,2,Flood,ZM,Africa,107,527882,154.6,5,977,0
EV000231,1990,3,Wildfire,MG,Africa,3,58979,2424.8,4,2949,1
EV000414,1990,3,Hurricane,CV,Africa,24,234874,11817.5,15,4580,1
EV000453,1990,3,Heatwave,LV,Europe,1090,137259,54.8,6,9207,0
EV000472,1990,3,Flood,IT,Europe,68,521441,158.0,12,1696,0
EV001348,1990,3,Flood,HK,Asia,83,70884,358.1,1,4582,0
EV001559,1990,3,Flood,XK,Europe,298,104337,467.0,16,7984,0
EV002010,1990,3,Hurricane,TO,Oceania,42,314266,6601.4,7,21832,1
EV002508,1990,3,Tornado,AF,Asia,5,11301,550.8,3,756,0
EV002820,1990,3,Wildfire,MD,Europe,52,15479,3125.9,3,21796,1
EV004426,1990,3,Flood,KI,Oceania,128,124491,2321.4,7,1354,1
EV000237,1990,4,Wildfire,IT,Europe,29,17663,158.0,10,1344,0
EV001002,1990,4,Cyclone,EC,SouthAmerica,173,49564,7112.9,15,6817,1
EV001416,1990,4,Blizzard,CH,Europe,35,59129,393.1,8,878,0
EV001472,1990,4,Drought,BR,SouthAmerica,2,736116,536.0,5,467,0
EV001640,1990,4,Heatwave,MV,Asia,351,20829,311.6,18,514,0
EV001745,1990,4,Heatwave,MM,Asia,2809,421465,316.2,11,6414,0
EV002239,1990,4,Hurricane,BE,Europe,28,520612,4991.5,2,10609,1
EV004266,1990,4,Flood,GN,Africa,39,330896,1466.3,2,4197,1
EV000335,1990,5,Heatwave,DK,Europe,32,69352,8.3,6,2693,0
EV000748,1990,5,Hurricane,ZM,Africa,7,29966,1158.7,4,9205,1
EV001393,1990,5,Heatwave,CV,Africa,254,54835,296.3,2,3628,0
EV001700,1990,5,Flood,ZW,Africa,596,263674,548.7,7,2614,0
EV001759,1990,5,Flood,FM,Oceania,74,145400,276.6,2,497,0
EV002122,1990,5,Flood,CL,SouthAmerica,74,251061,758.0,4,2399,0
EV002320,1990,5,Flood,TH,Asia,22,41586,72.3,3,5121,0
EV003172,1990,5,Heatwave,LV,Europe,167,31483,189.2,4,3906,0
EV003496,1990,5,Flood,MA,Africa,133,134193,661.0,9,1748,0
EV003912,1990,5,Blizzard,MV,Asia,1,16324,343.4,8,24327,0
EV000679,1990,6,Drought,UG,Africa,58,1216175,133.3,3,3837,0
EV000742,1990,6,Flood,SS,Africa,23,102735,1713.2,11,8014,1
EV000905,1990,6,Flood,SE,Europe,70,846639,214.4,23,1611,0
EV001406,1990,6,Cyclone,RO,Europe,143,328671,11086.8,8,5187,1
EV001767,1990,6,Hurricane,GN,Africa,1629,256911,7320.1,3,1371,1
EV001847,1990,6,Flood,VE,SouthAmerica,79,365307,4072.4,11,1224,1
EV002029,1990,6,Drought,SL,Africa,186,846435,878.2,6,39173,0
EV002181,1990,6,Drought,UZ,Asia,53,1834252,764.3,5,1930,0
EV003204,1990,6,Blizzard,IN,Asia,4,7555,131.4,12,449,0
EV003903,1990,6,Hurricane,RO,Europe,580,16356,9223.1,9,2979,1
EV000271,1990,7,Heatwave,NA,Africa,229,251858,219.2,5,65244,0
EV000579,1990,7,Flood,JP,Asia,263,107724,1884.8,8,9986,1
EV001139,1990,7,Tornado,EE,Europe,36,9738,103.7,5,208,0
EV002218,1990,7,Drought,MV,Asia,2,1023251,406.3,5,535,0
EV002422,1990,7,Hurricane,EC,SouthAmerica,178,681441,2109.1,5,56,1
EV002800,1990,7,Flood,SD,Africa,40,994343,714.2,6,2305,0
EV002803,1990,7,Heatwave,AU,Oceania,629,93500,549.9,7,1396,0
EV003849,1990,7,Flood,IS,Europe,68,324936,272.6,1,8550,0
EV000002,1990,8,Wildfire,PK,Asia,30,36382,2154.7,5,2404,1
EV000562,1990,8,Drought,UZ,Asia,5,782534,3191.6,3,222,1
EV000662,1990,8,Heatwave,ZW,Africa,3344,191840,56.0,1,43943,0
EV001424,1990,8,Heatwave,MY,Asia,331,595923,419.5,4,8021,0
EV001471,1990,8,Hurricane,UY,SouthAmerica,36,116389,3085.1,5,1218,1
EV001510,1990,8,Flood,CI,Africa,32,62907,490.2,3,68044,0
EV002130,1990,8,Hurricane,AM,Asia,56,121783,2322.1,14,1600,1
EV002327,1990,8,Heatwave,BR,SouthAmerica,320,31133,244.2,4,15826,0
EV002530,1990,8,Flood,GR,Europe,1061,23965,170.5,2,2879,0
EV003967,1990,8,Heatwave,HK,Asia,663,68041,999.3,3,19753,0
EV004040,1990,8,Cyclone,CV,Africa,881,130995,653.4,3,4298,0
EV001224,1990,9,Wildfire,ZW,Africa,49,16512,746.2,8,2345,0
EV001411,1990,9,Heatwave,NE,Africa,170,19991,61.9,8,237,0
EV001805,1990,9,Flood,TR,Asia,114,320276,650.7,8,480,0
EV002660,1990,9,Blizzard,BN,Asia,3,67124,347.3,1,9176,0
EV002662,1990,9,Hurricane,TW,Asia,33,3117444,935.0,1,5223,0
EV002712,1990,9,Tornado,BT,Asia,19,62908,94.3,3,12169,0
EV003170,1990,9,Flood,BF,Africa,98,40032,291.5,5,6514,0
EV003271,1990,9,Hurricane,SZ,Africa,95,691209,2270.1,4,3548,1
EV003327,1990,9,Drought,BF,Africa,1,2070893,1012.6,1,19369,1
EV003632,1990,9,Drought,MW,Africa,3,1552294,310.7,2,8462,0
EV004049,1990,9,Wildfire,SA,Asia,12,136227,308.9,2,98299,0
EV004215,1990,9,Hurricane,TO,Oceania,117,280874,1448.2,12,2774,1
EV000070,1990,10,Cyclone,NL,Europe,37,350115,747.3,5,3912,0
EV000485,1990,10,Drought,AO,Africa,17,6719547,273.1,10,42976,0
EV000847,1990,10,Flood,AU,Oceania,232,104638,2010.6,3,3788,1
EV000883,1990,10,Flood,SA,Asia,114,228241,273.4,3,455,0
EV001734,1990,10,Drought,BD,Asia,15,1020106,1169.4,3,7046,1
EV002166,1990,10,Cyclone,BO,SouthAmerica,243,325980,3890.7,7,37410,1
EV003412,1990,10,Wildfire,AS,Oceania,3,6728,366.5,2,6777,0
EV003700,1990,10,Wildfire,TO,Oceania,10,7072,697.0,6,3883,0
EV004116,1990,10,Hurricane,EG,Africa,72,83958,1280.6,3,356,1
EV000698,1990,11,Flood,LR,Africa,4,67016,478.9,2,222,0
EV000825,1990,11,Flood,SA,Asia,93,250823,174.7,4,24277,0
EV001392,1990,11,Flood,AL,Europe,43,80360,308.1,5,4386,0
EV001867,1990,11,Heatwave,UY,SouthAmerica,248,28984,79.8,9,868,0
EV002481,1990,11,Drought,CL,SouthAmerica,5,212748,1387.9,7,4599,1
EV002623,1990,11,Drought,GQ,Africa,5,372341,391.0,1,28793,0
EV003045,1990,11,Heatwave,IN,Asia,2435,87398,70.0,3,565,0
EV000288,1990,12,Heatwave,MK,Europe,203,100750,206.1,9,1779,0
EV001227,1990,12,Flood,PL,Europe,42,103435,446.4,4,5700,0
EV002197,1990,12,Cyclone,DK,Europe,821,139546,2813.1,13,2356,1
EV002427,1990,12,Blizzard,KH,Asia,12,41369,73.0,14,1441,0
EV003348,1990,12,Tornado,CV,Africa,9,19869,88.0,1,1072,0
EV003349,1990,12,Heatwave,IR,Asia,2233,76191,99.6,19,225,0
EV003450,1990,12,Drought,ST,Africa,4,1631673,827.5,3,24912,0
EV001159,1991,1,Wildfire,PK,Asia,61,37026,720.4,8,675,0
EV001253,1991,1,Flood,IT,Europe,78,119854,1263.0,6,2436,1
EV001524,1991,1,Flood,NO,Europe,54,24472,650.6,4,16457,0
EV001621,1991,1,Hurricane,LR,Africa,376,108325,241.9,3,28991,0
EV002248,1991,1,Flood,CN,Asia,39,392170,328.1,20,1594,0
EV002603,1991,1,Flood,GH,Africa,29,205016,189.6,15,291,0
EV004156,1991,1,Flood,LK,Asia,108,266128,458.0,9,12496,0
EV001671,1991,2,Flood,LT,Europe,62,312457,2103.4,3,9840,1
EV001981,1991,2,Heatwave,RO,Europe,3669,120878,287.3,8,1297,0
EV002497,1991,2,Heatwave,PT,Europe,345,44717,239.5,4,2161,0
EV002610,1991,2,Hurricane,VE,SouthAmerica,39,355984,749.3,5,19561,0
EV003541,1991,2,Hurricane,ZM,Africa,257,86926,5421.5,9,4058,1
EV000706,1991,3,Tornado,AR,SouthAmerica,5,6848,179.1,6,385,0
EV001201,1991,3,Flood,BT,Asia,213,342162,436.4,1,3112,0
EV001276,1991,3,Hurricane,PY,SouthAmerica,42,69140,1124.4,7,122,1
EV001362,1991,3,Tornado,TW,Asia,10,7138,850.9,7,358,0
EV001481,1991,3,Flood,UY,SouthAmerica,160,69606,1107.6,2,325,1
EV001781,1991,3,Hurricane,GW,Africa,46,33962,475.3,5,1311,0
EV003059,1991,3,Flood,ST,Africa,10,385071,2449.2,5,844,1
